Epoch,Train Loss,Val Loss,Time per sample
1,0.34087600882006247,0.29036147769054554,0.0006706286815143686
2,0.28776001564374565,0.2735508585215151,0.0006727009251076039
3,0.2768692902597382,0.269932180150188,0.0006706590398209305
4,0.2727964095191554,0.2669837236538486,0.0006676382983937651
5,0.270501007285544,0.26502228358902924,0.0006917178248874422
6,0.2685475849321135,0.2635375238416781,0.0006733064894980329
7,0.26735911201640916,0.2630416436086858,0.0006737200022811771
8,0.2662137071895286,0.26181832488826356,0.0006726649507127906
9,0.26578293033157274,0.26161761943484524,0.0006729395081967914
10,0.26515728352643425,0.26078062165419114,0.0006718292780083678
11,0.26448385727824364,0.26057708170930366,0.000672466467763977
12,0.26427421035265275,0.26080002051145507,0.0006713538024424461
13,0.2640243301472551,0.25999521092861916,0.0006723581257320518
14,0.26395429828225886,0.26001120702745295,0.0006720131873805949
15,0.2635317272383913,0.2592108935555411,0.0006726631266721472
16,0.2634652959160931,0.2586624033691928,0.0006722075227857303
17,0.2633157746619041,0.25964047608945884,0.0006730270564413134
18,0.26309149503174756,0.25877475980240444,0.0006734120768352741
19,0.2628809032650447,0.2586585363187339,0.0006747676794389755
20,0.2626290678122295,0.258416600178382,0.0006749899648460895
21,0.26235117865846286,0.25839824946540535,0.0006736109241201377
22,0.26244273399544266,0.25820060852904203,0.0006716883828316515
23,0.2623411845782965,0.2582101096221933,0.000672818770668905
24,0.2623237351851502,0.2579004881214957,0.0006752330571261193
25,0.2619941636382303,0.2574504037111895,0.0006717280120490986
26,0.2617909853697325,0.2573869794461266,0.0006741292747446415
27,0.2619090374797135,0.2572862200121553,0.0006961686005000528
28,0.26163462667137116,0.2577192599979555,0.0007004542334699656
29,0.2615851553140642,0.257343103747877,0.000698186901092913
30,0.2616218312917143,0.2570296810828021,0.000700575407544892
31,0.2614090121289696,0.25694063969289666,0.0006981947844814195
32,0.26129243838827043,0.25689243753969304,0.0006971021560632909
33,0.26128148690387687,0.2568753201807261,0.0006982337014896053
34,0.26132157197483097,0.256812818500219,0.0006915686039330846
35,0.26108852513649605,0.256609724775907,0.0006718018358315447
36,0.26096535113834135,0.25634697279773333,0.0006723602913118482
37,0.26079035170674286,0.2561404191886158,0.0006741542291224562
38,0.26073517173256827,0.2562210224460407,0.0006715413119714755
39,0.2608587586762205,0.25655959461788297,0.0006709476867951067
40,0.26055497532284827,0.2557083776417344,0.000671132525706772
41,0.2605356938533038,0.2558154889568982,0.0006722313188343726
42,0.2604146492594195,0.25581442004207205,0.0006709024235195312
43,0.2604245156966232,0.25598191946634513,0.0006735605438505028
44,0.2602041611307347,0.2559122451460055,0.00067110303333792
45,0.2605152350458575,0.25570788049144255,0.0006704215946179153
46,0.2602553407327096,0.2557605686749091,0.0006725742889020451
47,0.2600515206616424,0.2550780514472532,0.0006719764517840515
48,0.2600621148909788,0.255456817920213,0.0006710897102368558
49,0.2599820837194842,0.254965010875667,0.0006687908079015973
50,0.2600988110448095,0.2551905026165983,0.0006714323803267172
51,0.2599593026959743,0.254994616150998,0.0006711263246246801
52,0.2597515099606315,0.2546461815298881,0.0006724395395170943
53,0.25966860699436317,0.25522508416211487,0.0006712678116902578
54,0.2595816063558845,0.25473647216075185,0.0007195713920865453
55,0.2595783063911727,0.2549595707373412,0.0007640973110947854
56,0.25944057240898744,0.2546186404794131,0.0007297676215226576
57,0.25945672723601865,0.25457255599453954,0.0008270733449548904
58,0.25955401382269505,0.2549673480472889,0.0008735473116220986
59,0.2595234027102728,0.25397054078986514,0.0008778143554204357
60,0.2593536544346564,0.25407476761836983,0.0008451639585960949
61,0.259206891113949,0.25429940861892564,0.0008393206596692595
62,0.2590784100163247,0.25382882629312453,0.0008364387238157439
63,0.259175290808726,0.2533501584016794,0.0008377057819147892
64,0.25914628219841657,0.25374011884656145,0.0008348922437069882
65,0.2588911226064373,0.25364773338806,0.0008401889296615416
66,0.25894820988636613,0.2539425258379066,0.0008392146270698978
67,0.2588513937407537,0.2534521182446481,0.0008398930000214084
68,0.2589580523033116,0.25329084348374176,0.0008423122473294858
69,0.2586769405228451,0.25359479945767144,0.0008398566007935515
70,0.25876764276383163,0.2533684809014229,0.0008388216861367445
71,0.25875946644674047,0.25360248793438017,0.0008540938563005612
72,0.2585853578063955,0.25374186925982384,0.0008563689832178868
