Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,0.2709251660976302,0.15054670587267482,0.8777484106007571,0.9423884776955391,0.00021764228645940927
2,0.19950068715798258,0.1311901464109554,0.920265733266662,0.9525905181036207,0.0002062450107195515
3,0.18025789169827625,0.12391616613915371,0.9312950925066076,0.9612589184503567,0.000201428306810645
4,0.17164239260829153,0.10604774860481542,0.9362383027359097,0.9631259585250384,0.00020708747001083947
5,0.17589180268503204,0.12262816913648822,0.9380241445817559,0.9593251983730079,0.00020076093383408037
6,0.1671527670510233,0.12003433546233616,0.9433530966497607,0.9633259985330399,0.0002037166894296076
7,0.1589396037467324,0.09899744900431594,0.9465247517679835,0.9715943188637728,0.00020515330027207358
8,0.1535509065992218,0.0987639838284274,0.9520108579184228,0.9771287590851504,0.0002086141096836085
9,0.1453237593897437,0.0887976164096208,0.9545824701764412,0.978662399146496,0.00020321338773862137
10,0.1439785466258794,0.10281660609769076,0.9568254875348239,0.9752617190104688,0.00020682657317321155
11,0.14820906807525405,0.10607483936227688,0.9588256304021716,0.9742615189704608,0.00021940613036824713
12,0.13918503243988417,0.10791366675861729,0.9612543753125223,0.9758618390344735,0.00019602389409205742
13,0.13391668416836253,0.13565835815969468,0.9633688120580042,0.9757284790291392,0.0001936086050621727
14,0.13318359922188283,0.12046027043118201,0.9646974783913137,0.9795292391811695,0.00018675315477165475
15,0.1371664882531565,0.11571531158800898,0.9639688549182085,0.9799293191971727,0.00019763640012201292
16,0.12884738375207594,0.13228784639804905,0.9678405600400029,0.9740614789624592,0.00020818363425788704
17,0.1310350985065009,0.10861832352246198,0.9674548182013001,0.9831299593251984,0.00020111874227828975
18,0.12612219575168362,0.11728203169514713,0.9697406957639831,0.983663399346536,0.00018950324142059688
19,0.13090017606269005,0.11496464728005011,0.968883491677977,0.9835967193438687,0.0001937226982542529
20,0.12772855411910458,0.1206942319273828,0.9705121794413887,0.9810628792425151,0.00021045167947646596
21,0.1276447404057464,0.10873950326146531,0.9713265233230945,0.9842635193705408,0.00021467050485367425
22,0.12187830964310575,0.12442555124815659,0.9733123794556754,0.9839967993598719,0.00021032723901839997
23,0.11619584898273023,0.11712451588555617,0.9749410672190871,0.985330399413216,0.0002120416519279562
