Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,0.7819013863730983,0.5785227366376451,0.6040268456375839,0.6861167002012073,0.00026114155879334135
2,0.7021778366425823,0.588640591508186,0.6341199393808183,0.6961770623742455,0.00021345796706283984
3,0.6395084891878803,0.5801895912024576,0.6449447932452912,0.6810865191146881,0.00016108449476476275
4,0.6287454495339146,0.5611408200542212,0.6631305477376055,0.7142857142857143,0.00021515138494969865
5,0.6215592646500744,0.5603308024061038,0.6685429746698419,0.7062374245472837,0.00020837564835978967
6,0.6132849347064907,0.5727948410889993,0.668109980515263,0.6861167002012073,0.0002466800681769632
7,0.602145675612518,0.5601877024475957,0.6795843256116042,0.716297786720322,0.00014995769130819725
8,0.5872559552456966,0.5839299642344116,0.6860792379302879,0.7253521126760564,0.00021267650793695673
9,0.5939003054546985,0.5443406840205433,0.6893266940896298,0.721327967806841,0.00022432654926307988
10,0.5757665303161739,0.5672200683137061,0.7005845421086815,0.7334004024144869,0.0002172486169908327
11,0.5861534572545779,0.5387043823418722,0.7012340333405499,0.7323943661971831,0.00021586474520159338
12,0.5803979750086307,0.5508436142079067,0.7085949339683915,0.7233400402414487,0.0002146812150008153
13,0.5688541218699715,0.5647166783900808,0.71314137259147,0.693158953722334,0.00022389564016725224
14,0.5650947834924589,0.5598024587995809,0.7072959515046547,0.7233400402414487,0.00022524323017883042
15,0.5684929627906607,0.5427866219514812,0.7001515479541026,0.7374245472837022,0.0002158412901795235
16,0.5610104901988312,0.6046169500955394,0.7246157176878112,0.6971830985915493,0.00023636075057833136
17,0.5628343944452521,0.5636345909634826,0.7218012556830483,0.7313883299798792,0.00022161445547229768
18,0.5734914179538901,0.5567513911776859,0.7189867936782853,0.7414486921529175,0.00022105829334478284
19,0.5510661696737322,0.5487356970247849,0.7332756007793895,0.7505030181086519,0.00022932792201616647
20,0.5618008271869475,0.63656293578311,0.723100238146785,0.7424547283702213,0.00022202609721487531
21,0.5478117625275637,0.6087860340323726,0.7243992206105218,0.7334004024144869,0.00023071353816386762
22,0.5654161642655379,0.5449237596820777,0.7140073609006279,0.7515090543259557,0.00023305820419808354
23,0.5482884698433906,0.5531778197653097,0.738255033557047,0.761569416498994,0.00020293217643146356
24,0.5319223137200201,0.5369155748749163,0.7395540160207837,0.7575452716297787,0.00022053108601897438
25,0.5273661963298069,0.541086141012564,0.7451829400303096,0.7595573440643864,0.00021275047630185158
26,0.5247883995610622,0.5421246044952385,0.7399870101753626,0.7454728370221329,0.00023780564338405957
27,0.5287644788413163,0.5649628545676678,0.7408529984845205,0.7585513078470825,0.00023028423508406808
28,0.5411195302969657,0.5259104693679503,0.7356570686295735,0.7706237424547284,0.00021687337498495714
29,0.5267220005041388,0.5231033242204539,0.755358302662914,0.7454728370221329,0.00023014786276981657
30,0.5303567573670108,0.54923545522709,0.7436674604892834,0.7585513078470825,0.00022064188071001345
