Epoch,Train Loss,Time per sample
1,4.431305069754601,0.00049033963346588
2,1.058132602329336,0.0004624473885792326
3,0.6729922955473235,0.00046199061580186145
4,0.5287864916033135,0.0004627572411767788
5,0.394740477306383,0.00046217854962421717
6,0.338994198630657,0.0004618174665506238
7,0.2814540508548059,0.0004621537777289283
8,0.2326215042557018,0.0004619482864102452
9,0.2068286262643825,0.0004630158115409353
10,0.18527991342776043,0.00046213403370027673
11,0.1700015143219845,0.0004620668835713529
12,0.1568061704945868,0.00046211527598181274
13,0.14267127653823847,0.0004616440237059748
14,0.13226913786695002,0.0004619959665261346
15,0.1268459175951898,0.00046199278460079974
16,0.1158436473006931,0.00046293339899453555
17,0.11242113739144423,0.0004629122350371723
18,0.10830799264484672,0.00046320510176919383
19,0.1024645703887882,0.0004647175500988191
20,0.0986992747672733,0.0004642797161365785
21,0.09430380212401251,0.00046270987394586864
22,0.09067957175909544,0.00046232271214911326
23,0.0877034214702297,0.00046303922126149464
24,0.08655611213237117,0.0004631796199723437
25,0.08516307880645826,0.00046243772842994706
26,0.08515551260138914,0.0004630750762742335
27,0.0807810830567197,0.00046275193037525916
28,0.07868393814685774,0.00046224071297801543
29,0.07546243749190873,0.00046311346257325853
30,0.07046539419081792,0.00046329905828397343
31,0.0663619636453763,0.0004627705337655613
32,0.06824361981393229,0.0004635726188442588
33,0.06790598436452457,0.0004646535339347695
34,0.06899121060745754,0.0004637417321550245
35,0.06861089589024018,0.0004630845500457791
36,0.06660866765348158,0.0004643471730871532
37,0.0661909493905739,0.00046328706615306436
38,0.06732796908595814,0.00046382215638532317
39,0.06707128224260127,0.0004637791802892989
40,0.0650743431213054,0.0004631336446053461
41,0.06515710899534989,0.0004627287628835999
42,0.06614464536698417,0.00046433669946028703
43,0.06439095533896941,0.0004635364749350463
44,0.06369282078296908,0.00046324456424524804
45,0.05999658986929443,0.00046269043527025346
46,0.060606039602744716,0.00046389935562244955
47,0.06123563672317941,0.000463667473630729
48,0.058349158625435056,0.0004651825492795211
49,0.06169012096589961,0.0004639755616960164
50,0.060108500885320125,0.00046424234225081777
51,0.06342779215198234,0.00046494690790296233
52,0.06117067054441568,0.00046434592938390313
53,0.059098034795427794,0.0004640958379906925
54,0.058202762264673205,0.00046396641349298297
55,0.056986130809349674,0.0004632967291427096
56,0.05554581988613064,0.00046454986314225773
57,0.05629699434985522,0.00046401083135952587
58,0.05668636434457417,0.0004641479068951894
59,0.05588555984716264,0.0004647790808755309
60,0.05400270076406014,0.00046401213077277003
61,0.05416280922230782,0.00046368691216615163
62,0.053510207030391777,0.0004641234672421629
63,0.0531031661539004,0.0004649761754559431
64,0.05274573360909999,0.00046547009625084193
65,0.05275898229006186,0.0004640250608693368
66,0.05253211570682482,0.00046270922165712343
67,0.05290723694514342,0.0004644701039372961
68,0.05232643019465467,0.0004642049329703286
69,0.05522924712404753,0.00046411085375346685
70,0.05250614788651948,0.0004645391545263665
71,0.05175100687230751,0.000463751110683733
72,0.05195660708188149,0.00046346314616735497
73,0.051723216163221286,0.00046364588769082444
74,0.05104675868584468,0.00046451416510917
75,0.051416408199473095,0.0004644221943359134
76,0.0536917450060727,0.0004637247335368442
77,0.05136297843884338,0.00046490239469914707
78,0.051158638736323536,0.0004628309169497884
79,0.05305073822878009,0.0004638702176317378
80,0.05216193479168998,0.00046431830014654935
81,0.05349731632637805,0.00046424947718298683
82,0.0511285470323686,0.00046512749329350237
83,0.050013202274587235,0.0004645726383683053
84,0.05101889701492707,0.0004650863063544636
85,0.051519928224951723,0.000464708454639344
86,0.05127096869147348,0.00046386795647364564
87,0.0507917643925587,0.00046625324088174963
88,0.050644257006934354,0.000464648268159889
89,0.04988696225425469,0.0004660495764318521
90,0.05037645765308567,0.00046565868505042733
91,0.050684039087066465,0.00046517759950598375
92,0.05105691953565261,0.00046445032988066276
93,0.05013529203245023,0.0004637450660150252
94,0.051147778765820995,0.0004630589157262331
95,0.05029947648550193,0.0004639556686008052
96,0.04907397976285668,0.00046488290305508136
97,0.04953628459173748,0.0004638383442470215
