Epoch,Train Loss,Time per sample
1,4.1173618666702625,0.0001718192251789253
2,0.991174091611547,0.00016200017658165921
3,0.45919804822983173,0.00016273148904074006
4,0.33428788175025764,0.00016379627764176842
5,0.2529964264658996,0.00016213036023865864
6,0.1919297134792659,0.00016341241571367135
7,0.15204827312246705,0.00016265050219674653
8,0.12971172272514514,0.00016410123816037238
9,0.11134445398153198,0.00016400217584308527
10,0.09832873040263336,0.0001634620573012195
11,0.08512482176506769,0.00016335836984818436
12,0.07670008711603403,0.00016353495665032217
13,0.07100508503537162,0.00016233313278637848
14,0.06402484327180856,0.00016266946065343952
15,0.05760888378371734,0.00016171992242659526
16,0.053261774298421515,0.0001628997442435246
17,0.04785091832694007,0.00016238256930141084
18,0.04401542314615484,0.00016347049924769836
19,0.04427923693575931,0.00016422974169710085
20,0.04247977316477495,0.00016232100858677148
21,0.03915827717459992,0.00016397239490006373
22,0.03877388618724034,0.00016434639763220592
23,0.03690353912522889,0.00016328387189884014
24,0.036625530309987296,0.00016502744061239395
25,0.035775643358523776,0.00016338444857037286
26,0.03562965345189711,0.00016279768945752434
27,0.0326705860128846,0.00016223731997697815
28,0.03220458622315177,0.00016336240013519642
29,0.032369762775993474,0.00016255375991648172
30,0.03230283641843074,0.00016223964081426637
31,0.030754609309971856,0.00016357964297978572
32,0.02998613009651796,0.00016291974606196416
33,0.03017699326225891,0.00016311511339306458
34,0.029478227678868537,0.00016280241926259904
35,0.028986411550354918,0.0001642423466832152
36,0.029844437857459452,0.00016170172513375116
37,0.029454695436425073,0.0001624437976370027
38,0.029119233432727747,0.0001631848165658687
39,0.028089442472499202,0.00016432234056274213
40,0.027451786993191955,0.0001628275741917219
41,0.027600596786671,0.00016328392266801986
42,0.028573523720782402,0.0001623694081012949
43,0.02725903294878092,0.00016245358344409692
44,0.027182636149837923,0.0001633185187680756
45,0.026526912722992027,0.0001623407911927174
46,0.02614370784889448,0.0001625455211771787
47,0.025817296842666478,0.00016261930941334542
48,0.025402221715657175,0.00016365912249668594
49,0.025757923205423895,0.00016317308330101766
50,0.024918419675914478,0.00016290911219110196
51,0.025539997753500115,0.00016262807575568404
52,0.026130179864762133,0.0001615068955793829
53,0.02598380080609934,0.00016223173854490778
54,0.02532594109812471,0.00016298755728353162
55,0.025283087260149887,0.00016216178946266196
56,0.024693434724573055,0.00016182229692758134
57,0.024385434598674226,0.00016282018730528035
58,0.024629570125291215,0.00016334393965028275
59,0.02426840901823807,0.0001638891714180471
60,0.024038429166747335,0.00016262978801315342
61,0.024128325915889304,0.0001638842505480304
62,0.023781406385087373,0.00016223435038691277
63,0.023808407542358398,0.00016292563064293223
64,0.024815525663605138,0.00016214513623904586
65,0.024132541452297502,0.00016272796819403795
66,0.02367040050544093,0.00016309145418036462
67,0.02381738926698962,0.0001624436266020734
68,0.024095024241372803,0.00016180652881556563
69,0.023447564896969524,0.0001634989436006467
70,0.024101954632971195,0.00016214377918085816
71,0.023699930626392907,0.00016100017396347309
72,0.02285389213528448,0.0001631889015377167
73,0.022919863084629157,0.00016290993806939653
74,0.02273004004178154,0.00016400453184144763
75,0.023416926392009128,0.00016323744512151896
76,0.02252279059346133,0.00016156686611507018
77,0.022632373819332967,0.00016267261268270992
78,0.022849714608118153,0.00016256186258137637
79,0.023354526540488002,0.0001634598924047944
80,0.02342805275941443,0.00016198389206448902
81,0.022935176066482845,0.00016436713930327734
82,0.02238537103521647,0.0001631059295864742
83,0.0224746482604226,0.00016201164541607303
84,0.022801368582011743,0.00016322555859504047
85,0.022863771240328214,0.0001625281253146035
86,0.022035453018729962,0.00016382937659621596
87,0.022365862544350378,0.00016325560717735127
88,0.022385016146430153,0.00016169409477955507
89,0.022358410047134167,0.00016368589871193338
90,0.02273866052807152,0.00016329048959346136
91,0.021993822108678198,0.00016158859621187392
92,0.021648186819204548,0.00016186532353868634
93,0.022105578983165612,0.00016215394456905769
94,0.022363632320464233,0.00016280642880889997
95,0.021985861137514953,0.0001616448320857792
96,0.02175197095485827,0.00016284605900588697
97,0.021931516445858973,0.00016169618884173957
98,0.021614058822045364,0.00016185526359281975
99,0.02207749994820889,0.00016242759697445756
100,0.022011158337619907,0.00016238537773233431
101,0.02167699801427133,0.00016317945217330724
102,0.02135029079138757,0.00016203196860065526
103,0.021540659315841683,0.00016245671398496252
