Epoch,Train Loss,Time per sample
1,4.051984248555141,0.00029905301892616264
2,0.8885610970602861,0.0002886177100389726
3,0.563470609691158,0.0002878185054535845
4,0.3981232856369679,0.0002893325816856445
5,0.2904187017752339,0.00028931034198886706
6,0.22960386446173459,0.00028802130857107197
7,0.1852858729269654,0.00029090038551102086
8,0.15612902193151226,0.00028660022256972245
9,0.13805346483015948,0.0002887113214687799
10,0.11782494762013712,0.0002903012629580061
11,0.10595670078247811,0.00028977543711044824
12,0.09976764570802683,0.0002881188583858236
13,0.09232613505527036,0.00028950163732177305
14,0.08817210778335689,0.0002886933136656586
15,0.07846109592699843,0.00029207580886800284
16,0.07631306983527718,0.00028868803481976854
17,0.06877199361778998,0.0002881490356843803
18,0.0657149875760542,0.00028799098073101307
19,0.06645611369450424,0.000289724601500877
20,0.06192477776771844,0.0002876001015945327
21,0.06062784224409159,0.00028877930653107507
22,0.05976929372192557,0.00029021116005158496
23,0.05952572562672478,0.00028749481719241287
24,0.05625846730450066,0.0002883404371664234
25,0.05324721622581887,0.0002882457556409262
26,0.05166833864154338,0.00028936542781837803
27,0.05139711603059478,0.0002903920613870017
28,0.051419537284719284,0.0002896538871891979
29,0.05065057842717165,0.000288747195301397
30,0.04890178450074565,0.0002889044810824151
31,0.04984730554702497,0.0002875762871458267
32,0.04885669667737797,0.00028919982258997614
33,0.04855523484849293,0.00028739349089955244
34,0.04692263041815865,0.0002884871684606192
35,0.04775466452603157,0.00029163010151558524
36,0.04700923700042342,0.000289937002721244
37,0.04711951219959886,0.00028833869629993515
38,0.04528667978345548,0.00028809122155957367
39,0.04578459535045785,0.0002889837626318366
40,0.04546174378275181,0.0002880274912442698
41,0.046789950777124945,0.0002888814653827952
42,0.04432907645657919,0.0002881717886864988
43,0.042983729339110405,0.00028750663405486925
44,0.042733025309169,0.0002922674225899066
45,0.04193794415182021,0.00028824807534888545
46,0.04199742646979725,0.00028880190617421026
47,0.04127008005753864,0.00028887450455518843
48,0.04173411728847003,0.0002910477028120854
49,0.042991059425225804,0.000288869532637554
50,0.044213834579139306,0.00029003307269638074
51,0.04650545430335865,0.00028805855887270565
52,0.04182535165113765,0.0002895097606728595
53,0.041033147084935495,0.0002891214352335178
54,0.04028540609760113,0.0002891447417976619
55,0.041048060139505786,0.0002879827724621746
56,0.04054325812772261,0.0002882730167822559
57,0.040141016852576344,0.0002918394791191771
58,0.040074905550566774,0.0002916067482653699
59,0.04010689368224717,0.00029001276973262885
60,0.03977897387667031,0.00028873273190122294
61,0.04064734118701032,0.0002875282740253778
62,0.040102776533728776,0.0002900057010171078
63,0.04037579293387447,0.0002911195945446513
64,0.039459393882381955,0.0002903182159230617
65,0.03934417682323185,0.0002899820212467259
66,0.039479891573762346,0.0002886057937118385
67,0.03997439703914817,0.0002884745238759466
68,0.04003010520177361,0.0002900528149560747
69,0.04021485086441939,0.00028819208580305243
70,0.0401035287036171,0.00028789431760892236
71,0.03963927272064675,0.00029014454703639924
72,0.03894698557648434,0.0002880298725824383
73,0.04000214642642913,0.0002889434329557293
74,0.038522006093180156,0.00028835741836665105
75,0.03949922601462439,0.000292211646376268
76,0.03951001040142707,0.00028818964910829197
77,0.039551096920757416,0.0002885116531018292
78,0.03882503069242061,0.00028862039211745267
79,0.03920132763390887,0.00028712867466991265
80,0.0386348766059064,0.00028853638971580936
81,0.03767187756487943,0.00028695932709055596
82,0.03771371344230255,0.0002890041767176674
83,0.03829204734487623,0.00028988230349025505
84,0.038760035335565254,0.0002916945219696797
85,0.03786405895196275,0.0002881074463663939
86,0.03825947185177093,0.0002872206665387428
87,0.03845401120382234,0.0002899862970829626
88,0.03735563484002049,0.0002911038304806959
89,0.036805188387300396,0.0002884046321344069
90,0.037846260874971505,0.0002868303980927582
91,0.03838694573032679,0.00028899181411670943
92,0.03683044710978011,0.00028720104107697955
93,0.03744005308130175,0.0002889733622711626
94,0.037424262633526204,0.00029174032909781077
95,0.0372075187108947,0.00028949398774561863
96,0.036997614768461425,0.00028756347724491314
97,0.036025179661878626,0.00028801314561169164
98,0.03717030148551594,0.00028994162247710236
99,0.038120140061846025,0.00028839190793204014
100,0.036188812016141304,0.0002897325005263354
101,0.036624258576032166,0.00029088428083949325
102,0.036317740098061026,0.00028964846469460673
103,0.0359623862469754,0.00029067695563363437
104,0.0349589152190911,0.00028794079496655275
105,0.03629124366925901,0.0002890338742967379
106,0.03509408821162309,0.0002896291685802267
107,0.03521556640643178,0.00028782849471513866
108,0.03474454462354203,0.0002898200884307129
109,0.036832104844522894,0.00028830946575487086
110,0.03521181834540268,0.0002895650023692431
111,0.03363811962270797,0.0002900703261095105
112,0.03327189117155833,0.00029053972983344626
113,0.035658431176269385,0.0002884811918432322
114,0.036022649408332615,0.00029039530299932115
115,0.03411777716091419,0.00029049755399844593
116,0.035492106263509356,0.0002906877639527254
117,0.034018597154149524,0.00028917340817084943
118,0.034369255605238395,0.00029030418225983013
119,0.03627602757303833,0.0002894184967052451
120,0.032365494766162434,0.00029048945919212346
121,0.0351060963156797,0.00028995912386184234
122,0.03349416266865386,0.0002889875869428697
123,0.03436381115356307,0.00028972927226541065
124,0.03497700506400744,0.00029073120841945305
125,0.03375569058035389,0.000290019280575203
126,0.03425195881219141,0.0002898866070787783
