Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,0.28050551658664646,0.16191344451715603,0.8700204230146248,0.9234224364592463,0.00021832439799310624
2,0.20605298307636608,0.14127385830691316,0.9050212446301557,0.9348159509202454,0.0002440101227007184
3,0.18809561422050758,0.14177713081041557,0.913941641822578,0.92988606485539,0.00023361158932312757
4,0.18634645915408657,0.12963091798522441,0.9173689523228244,0.9353637160385626,0.00021843209482011076
5,0.1906359259239162,0.1332081781705522,0.9190591328434939,0.9305433829973707,0.00022667874385444575
6,0.19392042330070564,0.13994827673862614,0.9171107302988333,0.9217791411042945,0.00022194327977927687
7,0.18766744877822808,0.13035610230577804,0.9201389703983661,0.9335013146362839,0.00021969610160136037
8,0.19112578616670486,0.12929965592984488,0.9230967863095377,0.9418273444347064,0.0002082731551655513
9,0.18978252035769697,0.12282120702073632,0.9237306040047888,0.9395267309377738,0.00022951096844284197
10,0.18687107798600242,0.11713881111135806,0.9276978332824715,0.9462094653812445,0.00020720120349295375
11,0.19842086516921772,0.110936994333847,0.9272048639639429,0.9561787905346187,0.0002137238114113075
12,0.1926508405471003,0.11610770426928185,0.9310547195943567,0.9446757230499562,0.00018982787831634644
13,0.20199994648476605,0.13861185071546353,0.929388013803141,0.9466476774758983,0.0002142887640088495
14,0.2005803243039601,0.12052571593069611,0.9308669217587268,0.9445661700262927,0.00021688341727513216
15,0.2056123204969119,0.21247878514039453,0.9319702340430527,0.9446757230499562,0.00021789088870731056
16,0.206318585617489,0.13031227846008003,0.9312425174299866,0.9373356704645048,0.0002182963433653365
17,0.20153342992057804,0.12521653169542477,0.9354679687316604,0.9507011393514461,0.00021867001027713656
18,0.19313743506690023,0.12482695711444647,0.9368999272283387,0.9382120946538125,0.0002218902995172073
19,0.20663755278687693,0.11802816051311538,0.9350923730604005,0.9454425942156004,0.0002161729860714467
20,0.2128208791478764,0.16104419510799728,0.9359374633207352,0.9414986853637161,0.00020448472089960976
21,0.20774518081153728,0.12100900317131537,0.9361722106152727,0.9471954425942156,0.00023540490385474177
22,0.20407843880572554,0.1525208359902983,0.9380736637010259,0.9531113058720421,0.00020069194112618365
23,0.20422915775340258,0.13037252613394537,0.9408202070471138,0.9425942156003506,0.0002300596140307492
24,0.19596404152497138,0.12193575751109224,0.9395525716566117,0.9548641542506573,0.000224274002844203
25,0.20765056770992452,0.12217543492070766,0.9426747106739595,0.9582602979842244,0.00021672016654086904
26,0.19648415073402123,0.16309716773836425,0.9451160825371487,0.945333041191937,0.00022259286121703153
27,0.19489139642845243,0.14163503223422363,0.9432850536397568,0.9582602979842244,0.00021779181921787868
28,0.20080390855925803,0.12070418432623081,0.9438249724171929,0.9613277826468011,0.00021455391082943423
29,0.20781890928487526,0.13288057066745734,0.9456794760440386,0.9520157756354075,0.00022250188686249504
30,0.19264388517127987,0.17233849233115875,0.9459846475269372,0.9484005258545136,0.00021035447547537842
31,0.19343646281797106,0.09849771845917159,0.9438484471466466,0.9542068361086766,0.0002216120906680935
32,0.1875351938576066,0.1358399361166881,0.948379069931219,0.9578220858895705,0.00020448250899619737
33,0.18645341690233636,0.10045870544843798,0.9480973731777741,0.9613277826468011,0.00021510752229983242
34,0.20221932856846922,0.10538689163721637,0.9507265428765933,0.9566170026292725,0.00022414474505119274
35,0.1809978684832974,0.10424668613736623,0.9503509472053334,0.9599035933391762,0.00021163469101734985
36,0.17151559819885057,0.12118433154741895,0.9506795934176858,0.9530017528483786,0.00021518545028898723
37,0.16443569984105205,0.10564537679147346,0.9512899363834831,0.9604513584574934,0.00020618426380771928
38,0.17512990485617158,0.12972310999969303,0.9537078335172187,0.9588080631025416,0.00021996285904181897
39,0.16831894129826364,0.12230019342803194,0.9534496114932275,0.9596844872918493,0.0002166880502156152
40,0.1547024283398395,0.1202656901180905,0.9523228244794478,0.962751971954426,0.00021771695488597662
41,0.1642030386572118,0.1062531795336727,0.9534261367637737,0.9651621384750219,0.0002210830709991242
42,0.17541628956170283,0.101174539596381,0.9545763985070073,0.9629710780017529,0.00020020593924835692
43,0.16971277941790244,0.11744730534307417,0.955421488767342,0.9589176161262051,0.0002056584358777254
44,0.1458593498112788,0.122697075880756,0.957252517664734,0.9645048203330412,0.00020862127668702847
45,0.14634512542168107,0.10699461136921137,0.9578393859010775,0.9643952673093777,0.00021262456452831975
46,0.16246420586155977,0.10271578196820438,0.9584732035963286,0.9623137598597721,0.0002068209664510377
47,0.1492106508831313,0.11525514351643579,0.959717364257377,0.9613277826468011,0.00022033052348381302
48,0.13943532840361614,0.11279657246269034,0.9580037090072537,0.9630806310254163,0.00021333995114780253
49,0.15302310114096798,0.1019887793546975,0.9591304960210334,0.9643952673093777,0.0002066204789777263
50,0.13364055648458037,0.09785113224022414,0.9599051620930069,0.9640666082383874,0.00020493198573965163
