Epoch,Train Loss,Val Loss,Time per sample
1,0.27117747817173177,0.12437265700617546,0.0008181403937917824
2,0.11301581510109776,0.10939395435199412,0.0006648606047057753
3,0.1060144463451194,0.1054051496253407,0.0006738193643625519
4,0.10271780218015271,0.10392891531678992,0.000667767543629104
5,0.10060837445165667,0.10388310746827596,0.0006805838653490883
6,0.0991342410535543,0.10428058912216777,0.0007300344390722704
7,0.09798832021897219,0.10252770633105061,0.0007035206070677759
8,0.0969983104001033,0.10420363513336815,0.0006781239917673544
9,0.09565642891598099,0.10049516680674773,0.0007265736217742403
10,0.09499196858859263,0.09924255121102035,0.0006787494349363326
11,0.09438427864156726,0.10013041538851601,0.000692785539949935
12,0.09359160956204209,0.09891856692626443,0.0007256758822475784
13,0.09322030791332515,0.09971215310590847,0.0007171608235667712
14,0.09307753221797438,0.09770827184260732,0.0007423987637848508
15,0.09195114893814164,0.0975692212371759,0.0007053861311932453
16,0.09162713692372923,0.09775356774478851,0.0006832905046384598
17,0.09133628772905983,0.09673029290778297,0.0007190178564591027
18,0.09095771831076598,0.09695249322194688,0.0006565191125808788
19,0.0899967694879675,0.09612897868967152,0.0006666784007388564
20,0.08974075385613936,0.09534048280065928,0.0006540752589187646
21,0.089224081595343,0.09456678425941908,0.0006617981008782056
22,0.08877833277264517,0.09463381314541493,0.0006673701156327613
23,0.08836872736002155,0.09403205184749434,0.0006856090511032496
24,0.08771179106814775,0.09385943136944377,0.0006684437151085156
25,0.08764462536158539,0.09332293351471305,0.000657837402905004
26,0.08733987910654875,0.09322853243986606,0.0007468371110574158
27,0.08851851851335205,0.09332137866699,0.0007143108315710309
28,0.08685613462137283,0.09255755779668838,0.0007121332324997944
29,0.08645486739561088,0.0928075722375626,0.0006756956996978135
30,0.08597925717979314,0.09198983968563483,0.0006937713968397375
31,0.08591450263854357,0.09207479286961393,0.0006830529205529408
32,0.08534259899311908,0.09183158274267761,0.0006671560974209444
33,0.08534430788596437,0.0914867162044859,0.0006690815235177861
34,0.08517803821142526,0.09203397341717177,0.0006662878274380918
35,0.0848842166423875,0.09085861178231192,0.0006569678499561211
