Epoch,Train Loss,Time per sample
1,1.852063669181659,0.0005069168850632985
2,0.25730133421938833,0.0004975830796327398
3,0.1222956989868672,0.0005004981642463687
4,0.08164587054206207,0.0005002981159828795
5,0.06062153322155012,0.0005006120043164502
6,0.05012665103591011,0.0005005334369371614
7,0.041427477465671575,0.0005001981189394539
8,0.03585301852818331,0.0005019473890918607
9,0.033892520046674424,0.0005000250224161976
10,0.031151618270666932,0.0005008626886234474
11,0.03012620655345876,0.0005002898202903469
12,0.030231506989963006,0.0005008814640684823
13,0.027894281584717493,0.0004991577352490083
14,0.027342834717557708,0.0004972973154153037
15,0.02717493832544647,0.0004987802528575715
16,0.02601566357861622,0.0005017029448961236
17,0.02601593933008595,0.0005005374427216286
18,0.025209877292970022,0.0005009357156626641
19,0.02514878229555481,0.0005004216295735991
20,0.024891313425530193,0.0005011277746088947
