Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,0.7819013863730983,0.5785227366376451,0.6040268456375839,0.6861167002012073,0.00023190178850313444
2,0.7021778366425823,0.588640591508186,0.6341199393808183,0.6961770623742455,0.00016669436094109562
3,0.6395084891878803,0.5801895912024576,0.6449447932452912,0.6810865191146881,0.0002155415802125616
4,0.6287454495339146,0.5611408200542212,0.6631305477376055,0.7142857142857143,0.00020593789862910405
5,0.6215592646500744,0.5603308024061038,0.6685429746698419,0.7062374245472837,0.00021190012178703751
6,0.6132849347064907,0.5727948410889993,0.668109980515263,0.6861167002012073,0.00023514353499047555
7,0.602145675612518,0.5601877024475957,0.6795843256116042,0.716297786720322,0.00021086983176612226
8,0.5872559552456966,0.5839299642344116,0.6860792379302879,0.7253521126760564,0.0002276350181373564
9,0.5939003054546985,0.5443406840205433,0.6893266940896298,0.721327967806841,0.00022247224854560245
10,0.5757665303161739,0.5672200683137061,0.7005845421086815,0.7334004024144869,0.00022228402508896357
11,0.5861534572545779,0.5387043823418722,0.7012340333405499,0.7323943661971831,0.00022650961855015712
12,0.5803979750086307,0.5508436142079067,0.7085949339683915,0.7233400402414487,0.00020385621192738654
13,0.5688541218699715,0.5647166783900808,0.71314137259147,0.693158953722334,0.0002170759980453081
14,0.5650947834924589,0.5598024587995809,0.7072959515046547,0.7233400402414487,0.00020855762049133166
15,0.5684929627906607,0.5427866219514812,0.7001515479541026,0.7374245472837022,0.0002226836555691859
16,0.5610104901988312,0.6046169500955394,0.7246157176878112,0.6971830985915493,0.00021901366988283266
17,0.5628343944452521,0.5636345909634826,0.7218012556830483,0.7313883299798792,0.00021315897009246742
18,0.5734914179538901,0.5567513911776859,0.7189867936782853,0.7414486921529175,0.00022440357431778444
19,0.5510661696737322,0.5487356970247849,0.7332756007793895,0.7505030181086519,0.0002230879480054396
20,0.5618008271869475,0.63656293578311,0.723100238146785,0.7424547283702213,0.00023616065899675144
21,0.5478117625275637,0.6087860340323726,0.7243992206105218,0.7334004024144869,0.00022514062281934902
22,0.5654161642655379,0.5449237596820777,0.7140073609006279,0.7515090543259557,0.00022424579801704896
23,0.5482884698433906,0.5531778197653097,0.738255033557047,0.761569416498994,0.00023159144340171922
24,0.5319223137200201,0.5369155748749163,0.7395540160207837,0.7575452716297787,0.00015538953361303077
25,0.5273661963298069,0.541086141012564,0.7451829400303096,0.7595573440643864,0.0002123223290454881
26,0.5247883995610622,0.5421246044952385,0.7399870101753626,0.7454728370221329,0.00023002094691323892
27,0.5287644788413163,0.5649628545676678,0.7408529984845205,0.7585513078470825,0.00021429303330212023
28,0.5411195302969657,0.5259104693679503,0.7356570686295735,0.7706237424547284,0.00021923325113211377
29,0.5267220005041388,0.5231033242204539,0.755358302662914,0.7454728370221329,0.00022465148667475638
30,0.5303567573670108,0.54923545522709,0.7436674604892834,0.7585513078470825,0.0002138808956098567
31,0.49651592421464574,0.5625107437072385,0.7579562675903875,0.7494969818913481,0.0002243757210069032
32,0.5070460741461601,0.5247080664279715,0.7510283611171249,0.7535211267605634,0.00019230842003844796
33,0.5026299888423367,0.515852063354592,0.7590387529768348,0.7575452716297787,0.00017689270531483646
34,0.4927954071720175,0.519876260872578,0.7627192032907556,0.761569416498994,0.00020463828117515902
35,0.49004446458160994,0.5247500859036053,0.7659666594500975,0.7595573440643864,0.00021024764104313586
36,0.4891233440858767,0.5504033114588717,0.7579562675903875,0.7505030181086519,0.00023336390928948197
37,0.49765343592780625,0.5448670464022538,0.7655336652955185,0.744466800804829,0.00021748533580920183
38,0.4974111740169496,0.5387219258956986,0.7663996536046763,0.738430583501006,0.00017320656416717733
39,0.49084458728067853,0.5119962392438585,0.7672656419138342,0.778672032193159,0.00020790319656096293
40,0.4756129724196372,0.5595336756715832,0.770513098073176,0.7887323943661971,0.00021328405301891304
41,0.4838111386990284,0.5278520624882259,0.7793894782420437,0.7766599597585513,0.00023751414328695397
42,0.4835904564181817,0.5185816890037276,0.7713790863823339,0.772635814889336,0.00023045231654142593
43,0.4576489125128612,0.49479380963553843,0.780471963628491,0.7847082494969819,0.00021481057481674313
44,0.46007087315721257,0.5857736680589212,0.7735440571552284,0.7525150905432596,0.00022794592401205737
45,0.4803459284289571,0.5323869611175966,0.7824204373240962,0.7645875251509054,0.00022132501017871272
46,0.4699461092730058,0.5325944294152365,0.7809049577830699,0.7625754527162978,0.00022351211080312306
47,0.4494613063144436,0.5373192277232886,0.7785234899328859,0.7665995975855131,0.00016762221215775106
48,0.4618002572960863,0.5053099282310762,0.7791729811647543,0.7756539235412475,0.0001962296196432354
49,0.44785336811683424,0.533614934869935,0.7902143321065166,0.7806841046277666,0.000210776802314051
50,0.43024517490921094,0.5333776146593229,0.8014721801255683,0.7857142857142857,0.0002070573738761126
