Epoch,Train Loss,Val Loss,Time per sample
1,0.5519732512920072,0.24428007152755957,0.0023667895113062844
2,0.19544031318287705,0.13870679366120658,0.0023290219010602855
3,0.14134813171520585,0.11710941299100254,0.0023234137929137423
4,0.12321186507027272,0.10759822751598101,0.002253522052254128
5,0.11528536465722677,0.10434483589070671,0.0021655562848393144
6,0.11165629576228334,0.10143201005892359,0.0021829679441163065
7,0.10874446129897643,0.10121296483666954,0.002165242326766575
8,0.10695137776166878,0.09894944542187016,0.0021786443383252185
9,0.10634460023434783,0.10056114410159551,0.002163758507776117
10,0.10450474543366865,0.09859600996072042,0.0021645175732037773
11,0.10321144123438357,0.0976372929976963,0.0021700240488511683
12,0.10255284340693974,0.09712304543943902,0.002164762118972108
13,0.10166289571745746,0.0958872742352058,0.0022834908287389204
14,0.10110335258146572,0.09589247913446304,0.0024337923774561654
15,0.10111944976981352,0.09702942827461755,0.0024217942822543424
16,0.09995186819948788,0.09547213753133288,0.002968956380007342
17,0.09982630443348692,0.09433635778974597,0.003562798199961404
18,0.09915328831014263,0.09421287306494582,0.003364378379562928
19,0.09892515371475043,0.09506062991038274,0.0036206633425814837
20,0.09834080729370254,0.09405715780624031,0.003342986841148547
21,0.09830828620663548,0.09381719294083746,0.0029893321051763402
22,0.09760178432557465,0.09330016500647838,0.00249966314710045
23,0.0977480531988635,0.09319981123247013,0.0027803859488094943
24,0.09714940679914114,0.0933117837015148,0.0027020899301038056
25,0.09701340101586135,0.09339733780909887,0.0027986465845089604
26,0.0968537811934325,0.0929624861324805,0.0027497174114835673
27,0.0966978826887143,0.09196308203852192,0.0027242300528996354
28,0.09644082225785112,0.09183490124946235,0.0027075860629611533
29,0.09626662283683239,0.09149674010438626,0.0027150420120511448
30,0.09599395998262596,0.09157260002720304,0.002724455143490035
31,0.09559527076064743,0.09196220313577526,0.0026748431226676474
32,0.09523535537782579,0.09068848081076951,0.0022916357982213868
33,0.09548818116343635,0.09190952622883117,0.0021896263195810605
34,0.09523470333306268,0.09161990113039391,0.0021738887130533027
35,0.09525281839407626,0.09087621001954946,0.0021656967911518428
36,0.09484004117090483,0.09077225500760248,0.002152110329134234
37,0.09463711305531702,0.09058220781638908,0.002145328406898243
38,0.09455246446333533,0.09073503833332185,0.0021514753399303746
39,0.09445670487688478,0.0899315283243465,0.0021440513054305052
40,0.09445069586270198,0.0900792690791343,0.0021576798050100994
41,0.09398408453512136,0.08996868985531374,0.002146416603185904
42,0.09424066870554663,0.09023533679488273,0.0021451152750362216
43,0.09393700158763442,0.09026001214612095,0.0026472680753142452
44,0.09377699111134313,0.08991830293692014,0.003863067559399011
45,0.09372847602316102,0.09030583773507278,0.004372991885191191
46,0.09376943449112207,0.09004800662002659,0.0029746668609544895
47,0.09356002708029483,0.08985623209806018,0.0025869418738955043
48,0.09338501847179938,0.08976335259470107,0.0026685271081195016
49,0.09303048677905143,0.08924073845769784,0.002931490624783103
50,0.09319696073053317,0.08875373883955257,0.003529350401643554
51,0.09282141464390609,0.08892080627879811,0.0041515788973476644
52,0.0928357452440581,0.08960498150106903,0.0037250111169210127
53,0.09292969731875322,0.08857953075692221,0.003118331545946718
54,0.09277774785217255,0.08859637093950246,0.0031717354753249215
55,0.09252275871259061,0.08879668530959309,0.003155776820380278
56,0.09225296272443247,0.08897077341678677,0.0029616513921581753
57,0.09260903916777619,0.08924665980180731,0.003096741381714478
58,0.09214806891165116,0.08914971506602967,0.0031514065099866573
59,0.09232846659508318,0.08844115325702101,0.00310952612913319
60,0.09205122379442905,0.08905107252271015,0.0028638512908905653
61,0.0920832017762312,0.08796830729555945,0.002732650031096723
62,0.09186303981574206,0.08760750853348331,0.00272882243432816
63,0.0919705312532064,0.08813212152342541,0.0027319459811293205
64,0.09188127521990797,0.08758637673431789,0.0027245201285851966
65,0.09186144753368006,0.08848362262087683,0.0027216088242094797
66,0.09213930558767226,0.08851744256629805,0.0027321604237137676
67,0.09151605577204566,0.08819406765322808,0.002741945538244026
68,0.09153891598937634,0.08834110867009477,0.002733978169290643
69,0.09155919076377063,0.08709822190778879,0.0027219343719639315
70,0.09141886397148297,0.08805604086362555,0.003609783123355499
71,0.09113717330534596,0.0878282574320315,0.004221256024022145
72,0.09122435646962979,0.08785585367840715,0.00406834355201821
73,0.09182182811226362,0.0870283708146003,0.002332951894792512
74,0.0910593924108224,0.08705630978620035,0.00229856597646857
75,0.09099214190310934,0.08789809596906817,0.0022997673479200065
76,0.091230461988959,0.0873872688475192,0.002296333495909177
77,0.09104632918320557,0.08758897917949734,0.002232973161148579
78,0.09098741062748965,0.08719807802608114,0.0022342778828469047
79,0.09089399388603339,0.08714303600071029,0.002231828870029887
80,0.09091548875397464,0.08726333753517315,0.0022293430214315162
81,0.09062832314100755,0.08768059764294835,0.00223170414780685
82,0.09081581180902158,0.08702764381542627,0.002206218311774391
83,0.09069965656695128,0.08731170735250418,0.0022694531204780735
84,0.09043554984259461,0.08750351437743936,0.00224966010867428
85,0.09055448310349462,0.08732240669115784,0.002249296889371404
86,0.09095500880030946,0.08743005796582974,0.0021361165482409574
87,0.09061315060331834,0.0884111945513394,0.00211288613800356
88,0.09066220076380724,0.08734063839238751,0.002116930143962256
89,0.09058742533959907,0.08753488050251185,0.002122619114055844
90,0.09030521267159658,0.08714868364461673,0.002114259604023192
91,0.0905480316335323,0.08720042561151414,0.0021197828047656757
92,0.09031783735519053,0.08699155119703218,0.002124405927031878
93,0.09063816460778837,0.08718890685344455,0.002116367709068398
94,0.09057412591167552,0.08733240898126553,0.002112765668707081
95,0.09059041023327366,0.08671895956025201,0.0021134966674829082
96,0.09052739461668054,0.08716643398566166,0.0021306991674540357
97,0.09055896902571661,0.08693789574490966,0.002122800622267473
98,0.09041486621360934,0.08763808852575583,0.0021214188915731694
99,0.09040623883620406,0.08707852234963878,0.002121390632577899
100,0.09041594449415544,0.08713117794209099,0.0021233631915312527
